Ensembl,Gene_name,P8_4_Lps3,P8_4_Lps5,P8_4_Lps4,P7_4_Lps1,P7_4_Lps2,P4_5_Lps2,P4_5_Lps3,P4_5_Lps1,P7_4_Ctrl1,P7_4_Ctrl2,P8_4_Ctrl3,P8_4_Ctrl4,P8_4_Ctrl5,P4_5_Ctrl1,P4_5_Ctrl3,P4_5_Ctrl2
ENSMUSG00000066975,Cryba4,2.000000713,0,0,0,1.000000369,0,0,2.00000199,0,5,3.000000785,3.000000401,3.000001106,0.999999951,0,0
ENSMUSG00000029343,Crybb1,1,0,1,0,0,0,0,1,0,0,1,5,2,1,0,1
ENSMUSG00000042240,Crybb2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000029352,Crybb3,2.999995,6.006396,4.001431,4,5.00208,8.007336,1,26.00005,2,16.0006,8.05897,11.999998,10,30.99999,0,14.00601
ENSMUSG00000022723,Crybg3,2524.9881,2613.55955,2090.51724,1224.66097,1555.5904,109.3162,53.0234,259.783466,1325.01457,2957.342794,3406.43386,4338.54435,2941.4202,258.16133,74.5834,130.98128
ENSMUSG00000044429,Cryga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000073658,Crygb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000025952,Crygc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000067299,Crygd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000070870,Cryge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000025945,Crygf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000038135,Crygn,3,2,2,0,1,1,0,1,5,2,5,4,5,2,0,2
ENSMUSG00000033501,Crygs,0,0,0,0,0,0,0,0,1,3,1,0,1,0,0,0
ENSMUSG00000021947,Cryl1,255,273,180,160,180,59,53,153,232,455,414,540,348,145,92,100
ENSMUSG00000030905,Crym,2,4,1,3,2,11,6,29.99995,1,5,4,2,3,33,15,29
ENSMUSG00000028199,Cryz,541.78211,518.80502,413.99994,313.5998,330.06162,175.06362,542.00021,419.85986,327.13882,784.38224,763.83463,1026.88593,708.87874,514.1471709,1208.2894,285.00016
ENSMUSG00000058240,Cryzl1,1307.5263,1208.3604,1002.6509,720.16249,915.22328,466.64344,475.0009,1051.36147,817.301908,1624.94164,1579.69545,2175.1325,1409.04793,1020.69021,1097.136101,786.7583
ENSMUSG00000005683,Cs,11582.7,10711.9,8839.69,6540.9,7927.4,2935,2564,6734.82,6683.81,14980.4,13902.7,19616.3,12238.7,6769.45,4733.91,4974.91
ENSMUSG00000023044,Csad,965,863,664,557,679,395,486,924,594,1298,1284,1754,1096,851,608,669
ENSMUSG00000042109,Csdc2,181.515,144.3608,160.1702,120.9472,121.6486,55.2028,51.18423,109.24774,199.48139,430.20215,429.16483,572.43229,348.2768,140.31381,212.3647,87.5851
ENSMUSG00000068823,Csde1,17950,17793,14464,10513,13279,6264,7356,15100,10163,21200,19428,25420,17153,13738,13805,9950
ENSMUSG00000002718,Cse1l,2948.05435,2859.17925,2379.898176,1944.84537,2284.354594,817.4428793,1003.974,2074.2667,2031.974626,4371.51523,3482.74137,4640.6816,3135.812043,1988.02422,2062.0704,1354.61131
ENSMUSG00000014599,Csf1,99199.038,90402.084,76257.037,54535.959,67888.034,18582.0315,12004.00111,45088.053,8008.9948,19121.9822,21620.9533,29268.9677,18830.9473,9638.0027,2339.9976,6572.003
ENSMUSG00000024621,Csf1r,4004.669,3994.27,2729.234,2500.465,2947.639,29,35.8679,119.5694,3321.509,6621.623,5547.117,7630.039,5162.087,102.8339847,25,50.0000015
ENSMUSG00000018916,Csf2,272.256,246.65,205.605,227.877,290.564,3,5.52206,2.12041,1,1,0,1,2,3,0,0
ENSMUSG00000059326,Csf2ra,707.902,620.37,535.788,309.837,381.127,152.92,100.17,384.747,334.978,698.706,851.355,1362.11,783.957,288.259,133.463,246.101
ENSMUSG00000071713,Csf2rb,608.49,633.09,426.696,345.81,453.414,2.00004,1,10.4552,469.57,834.382,814.69,1050.14,725.278,4.60531,48.2008,3.44576
ENSMUSG00000071714,Csf2rb2,740.151,735.45,518.782,436.028,478.273,3.31478,15.3076,11.1632,698.957,1280.32,1277.11,1650.21,1130.94,12.5975,9.36336,11.6779
ENSMUSG00000038067,Csf3,346,339,175,182,239,12,1,18,1,4,2,4,1,3,0,0
ENSMUSG00000028859,Csf3r,69.4086,68.9223,43.1504,34.24569,44.0148,2.80565,0,4.84912,44.0326,96.88579,69.24638,81.98137,66.893066,8.76118,0,3.824222
ENSMUSG00000036356,Csgalnact1,1219.9975,1131.00485,847.9997,518.0003335,741.9999,197.99965,73.99996089,629.00029,734.00031,1410.99968,1614.00343,2397.00142,1545.99814,699.999842,259.9997,460.00027
ENSMUSG00000042042,Csgalnact2,2184.6058,2056.708,1784.71248,1290.5198,1554.1076,1338.4917,866.4564,3329.6125,1566.78339,3184.2193,3244.7406,4412.204,2933.2497,3476.6596,2205.8209,2370.24269
ENSMUSG00000032312,Csk,2601,2475,2038,1394,1696,774,524,1849,1518,3281,3244,4739,2889,1736,911,1257
ENSMUSG00000046934,Csl,3.28403,1.09351,4.30682,1.09765,7.6021,0,0,2.17826,2.18546,6.56476,3.26769,8.73201,3.29224,6.55122,1.08707,1.09046
ENSMUSG00000060924,Csmd1,10.007971,2.00188,5.00321,2.00256,5.001972,25.00863,0,51.00709,1.00061,7.002582,1.00024,16.483915,4.00379,87.01316,18,37.01833
ENSMUSG00000028804,Csmd2,4.00054,8.000002,1.00099,3,1,3.00167,1,12.00306,6.00286,6.000893,11,15.3102,5.00275,9,12.0048,5
ENSMUSG00000087459,Csmd2os,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000022311,Csmd3,84.49466,88.08045001,94.72372828,37.00047024,59.75228,222.29466,131.08533,397.7902,35.20804,90.17779,124.9082957,141.97574,124.6957019,560.3746,195.34746,277.9776903
ENSMUSG00000070702,Csn1s1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000061937,Csn1s2a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000061388,Csn1s2b,2.09596,5.05363,1.02443,0,2,0,0,0,2.04943,1.02989,1.014,2.04042,1.00916,1,6,0
ENSMUSG00000063157,Csn2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000001622,Csn3,9.3329,16.78994,13.47294,8.64769,1.74856,5.30667,4.00916,16.06971,4.78897,17.00135,7.28628,17.1353,13.99945,20.08427,14.8039,12.95853
ENSMUSG00000024576,Csnk1a1,11635.4662,10848.22497,9067.55879,6809.25989,8419.22825,3577.13799,5218.99578,8758.36291,6608.57755,13512.734,12665.3866,17488.26566,11685.37953,8502.56095,8421.9994,5627.51619
ENSMUSG00000025162,Csnk1d,7067.0012,6350.00474,5149.99616,3896.00235,4653.99703,2380.0027,2154.00165,5458.00171,4095.99601,9015.00032,8738.00387,11766.998,7448.00018,5299.0026,2714.9962,3650.9972
ENSMUSG00000022433,Csnk1e,3355.38296,3005.34514,2483.6386,1881.48381,2337.56745,1175.051317,942.9915801,2524.82199,1758.80232,3780.869951,3844.5572,5469.9105,3345.575052,2425.28177,1490.499801,1698.1781
ENSMUSG00000032384,Csnk1g1,3617.98737,3546.649823,2735.55091,2125.16732,2590.26647,1284.92595,927.01672,3122.73419,2074.16017,4397.63238,4018.73892,5352.16574,3486.1099,2929.09103,1598.99599,2050.74103
ENSMUSG00000003345,Csnk1g2,3914.998,3556.001,3186.996,1934.996,2198.998,1412.001,1949.9951,3538.003,1976.003,4288.996,5227.004,7639.002,4529.996,3277.004,2319.9973,2424.005
ENSMUSG00000073563,Csnk1g3,1758.26,1668.21,1386.11,1026.14,1276.39,674.522,901.869,1484.75,992.451,2077.75,1867.07,2577.69,1744.72,1376.04,1759.49,981.802
ENSMUSG00000074698,Csnk2a1,4979.68218,4837.61003,4061.48528,2939.06962,3571.44024,2142.87895,3182.65382,4981.4401,3223.36677,6905.98234,5923.07516,8565.54853,5691.17497,5112.14079,4650.19582,3577.56545
ENSMUSG00000083288,Csnk2a1-ps,0,0,1.11548,0,1.1191,0,0,0,0,0,0,2.19711,0,1.13576,0,0
ENSMUSG00000046707,Csnk2a2,1523.47,1455.99,1182.99,805,1045.99,488,413,1209.26,736.632,1707,1631.97,2232.74,1443,985,802.996,727.993
ENSMUSG00000024387,Csnk2b,2945.00006,2752.99992,2286.00034,1606.000203,2051.99983,872.0004,695.0001303,2033.00072,1560.99971,3535.00203,3381.9992,4873.01225,2955.00122,2016.99894,1868.00019,1474.9995
ENSMUSG00000068167,Csnka2ip,4,3,2,1,1,0,2,6,0,2,3,3,2,1,0,1
ENSMUSG00000032911,Cspg4,4461,3924,3510,2334,2498,3527,447,9124,2568,5410,6955,9079,5684,8778,1866,6308
ENSMUSG00000032482,Cspg5,9,16,8,7,6,6,0,12,6,17,18,19,16,7,10,12
ENSMUSG00000056763,Cspp1,986.00044,902.0002743,755.9995323,565.99964,708.999709,353.00021,302.9996531,868.00017,706.00028,1513.99812,1326.99807,1805.00484,1194.00016,1011.00007,800.00034,647.99972
ENSMUSG00000062783,Csprs,101.344,89.8927,67.2649,45.4195,32.6282,7.04604,46.9707,12.7848,3.57611,6.81331,8.78014,17.7712,3.80054,6.83417,0,0
ENSMUSG00000032515,Csrnp1,817,781,599,665,733,142,136,259,157,331,359,458,292,245,182,170
ENSMUSG00000044636,Csrnp2,402.199,381.247,318.212,186.054,228.036,157.209,269.431,410.529,311.288,650.75,754.675,991.346,648.043,493.512,355,303.224
ENSMUSG00000044647,Csrnp3,127.2129,126.6363,120.178,92.89903,104.2873,87.14244,4,266.2298,10.067104,27.041456,18.44344,24.0912,17.13156,75.12330002,2.0021,50.38630665
ENSMUSG00000026421,Csrp1,16955.964,15522.95298,11878.98716,10490.03024,13269.00467,3991.999578,1866.001054,9030.003,10121.96237,22514.04626,18681.95599,26099.96875,16038.95579,8676.002,3152.000001,6106.00328
ENSMUSG00000020186,Csrp2,637,642,496,384,486,96,124,202,513,1081,855,1317,812,195,245,140
ENSMUSG00000027425,Csrp2bp,1422.99559,1299.003251,1091.99644,701.99965,872.00018,409.9996762,291.00024,961.9999,892.99998,1915.00114,1950.99641,2774.003,1804.99591,979.00012,653.99926,676.00011
ENSMUSG00000030470,Csrp3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
ENSMUSG00000033156,Cst10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036958,Cst11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027443,Cst12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036924,Cst13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000027447,Cst3,7037.99603,5662.0037,4923.995,3663.99505,3933.00179,5359,14488,14285.04239,4262.99711,8175.9999,9296.9966,13619.0037,7681.00348,12084.0279,27463.0326,9844.0017
ENSMUSG00000024846,Cst6,166.171,135.194,155.071,60.0441,55.0329,106.101,1181.25,265.592,73.0729,147.339,303.435,406.449,212.857,216.405,2715,216.241
ENSMUSG00000068129,Cst7,52,71,39,38,45,0,0,1,2,11,2,6,6,0,0,0
ENSMUSG00000027442,Cst8,2,1,0,0,0,1,0,0,0,0,1,2,0,1,0,0
ENSMUSG00000027445,Cst9,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000034362,Csta1,1,2,2,0,1,1,0,7,1,3,1,1,0,4,0,1
ENSMUSG00000047363,Cstad,29,9,11,10,13,13,1,27,16,33,31,36.99995,35.00003,27.99999,20,17
ENSMUSG00000005054,Cstb,6194,5502,4787,2781,3428,1186,1678,2689,2836,6127,6997,10402,6227,2668,3163,2012
ENSMUSG00000027498,Cstf1,1189.0026,1072.0033,884.9996,636.0005,784.9999,367.00006,346.9996,896.9996,650.0004,1394.9973,1360.0035,2061.998,1265.9973,815.9999,772.9998,576.9998
ENSMUSG00000031256,Cstf2,1266.70504,1166.82253,940.9971444,733.7180557,928.16974,305.69274,383.67694,713.0457,756.8712013,1526.05556,1297.3646,1788.97165,1176.82379,629.6387228,785.9245,471.7182
ENSMUSG00000053536,Cstf2t,1482,1439,1087,856,1022,654,677,1420,945,2071,1720,2413,1620,1461,1318,1086
ENSMUSG00000027176,Cstf3,1222.8407,1193.14298,1001.53182,650.03331,842.17832,463.0555,490.6256,1124.4441,765.12297,1591.599,1494.564,1984.3457,1343.841,1068.1459,953.0479,715.16995
ENSMUSG00000055177,Cstl1,5,6,1,1,1,3,10,6,1,1,6,5,2,5,0,1
ENSMUSG00000096237,CT868723.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031181,Ctag2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000021000,Ctage5,3217.071901,2905.255129,2609.716646,1724.21741,2230.717127,1439.995837,1629.6463,3227.366558,1932.052773,4243.127437,4076.56362,5708.1132,3871.16363,3406.671993,2796.744485,2322.610751
ENSMUSG00000037373,Ctbp1,4588,4212,3272,2372,2642,1231,1269,3081,2567,5350,5959,8137,5138,2691,1623,2031
ENSMUSG00000030970,Ctbp2,1556.90814,1461.57483,1182.22667,808.72426,967.76427,479.98337,506.421,1082.10729,848.85317,1701.42364,1750.02884,2583.370023,1618.89938,1056.25038,878.7841,745.47689
ENSMUSG00000028189,Ctbs,634.972,605.686,535.2524,371.063,424.3644,180.4563,190.190789,504.195,431.8968,917.1818,799.811565,1165.122,748.68,454.275,298.434744,337.3511425
ENSMUSG00000020898,Ctc1,2182.88256,1947.42339,1514.906618,1362.12562,1565.91521,997.0930149,1067.811598,2395.680138,1719.205415,3386.298,3058.2516,4120.15959,2661.092719,2390.68489,1629.112216,1657.6056
ENSMUSG00000005698,Ctcf,1889.3594,1711.9963,1546.7081,1139.99526,1404.389751,584.00018,899.99965,1535.9976,1310.33504,2734.76388,2499.5555,3330.1798,2233.1225,1439.99792,1821.0048,1014.34696
ENSMUSG00000070495,Ctcfl,9.43904,9.8175,11.1366,7.46567,13.62114,4.41348,5.61093,11.2309,7.20412,23.3215,21.3714,29.5965,11.2967,6.76406,20.1453,9.33282
ENSMUSG00000087382,Ctcflos,0,2,0,3,1,0,0,0,0,3,1,3,0,0,0,0
ENSMUSG00000018559,Ctdnep1,2789.92933,2543.93698,2044.99963,1580.00077,1964.42484,719.9998,1048,1893.99929,1572.9311,3372.8468,3133.92617,4545.5524,2852.9189,1690.00003,1394.0005,1244.9998
ENSMUSG00000033323,Ctdp1,916.00026,894,702.0001,484.9999,545.0003,283,325,705.0004,488.9998629,1150.99993,1314.995,1682.00225,1122.9995,667.9998,535,458.99959
ENSMUSG00000026176,Ctdsp1,2832.001,2580.9995,2263.9964,1596.9958,1924.9991,978.0003,981,2555.9989,1785.998,3859.998,4027.004,5343.004,3402.0018,2453.003,1676.9968,1747.9963
ENSMUSG00000078429,Ctdsp2,5599.68,5103.97,3939.55,3420.17,4001.65,2780.04,2445.92,6537.03,5447.88,11029.99,10710.59,13813.73,8835.38,6475.14,3952.63,4939.26
ENSMUSG00000047409,Ctdspl,555.99993,468.00001,424.99971,352.9999,448.99986,129,67,343,484.99972,1041.000045,749.00031,1083.00246,715,389.9997,236,270.0004
ENSMUSG00000033411,Ctdspl2,890.250692,807.80714,669.7502,604.5735,720.22082,331.3635505,285.06471,701.92271,614.6842058,1299.814218,998.2522,1344.7003,951.7241,801.4098,749.8964,550.87011
ENSMUSG00000042340,Ctf1,93.9004,67,76,48.8284,79,35,51,104.96,49,132,104,152,89,96,97,62
ENSMUSG00000060034,Ctf2,13.6623,24.5065,11.7241,13.3072,12.5982,14.9336,30.0883,5.72589,19.6753,29.2629,35.5782,40.7824,30.4711,20.0604,0,18.4547
ENSMUSG00000019997,Ctgf,12226.61708,11638.33016,8076.37905,7778.081,9767.59094,13052.18516,454.226,20896.6334,4783.71644,13708.436,9580.15881,15299.47312,9199.72302,38287.24142,2288.092,18023.48158
ENSMUSG00000028179,Cth,199.999984,187.99951,121,125.99995,167.99986,153,8,365.9999,131.99968,272.99951,240.0001,289.99988,168,369.00039,18,301
ENSMUSG00000054196,Cthrc1,1013.99827,927.00035,801.00021,475.99952,584.99975,197,28,404.9998,586.9999,1216.0042,1198.0037,1991.0017,1119.0038,419.9998,132.9999,254.99953
ENSMUSG00000052928,Ctif,1410.29,1338.88,1138.05,816.917,943.817,584.52,292.138,1489.68,989.103,1939.87,2102.87,2707.7,1813.96,1417.5,551.98,988.365
ENSMUSG00000044258,Ctla2a,3451.29,2826.78,2275.86,1761.08,2048.09,1379.41,2462.29,3421.13,1953.29,4233.14,4113.74,5505.86,3680.95,3426.08,4405.12,2611.7
ENSMUSG00000074874,Ctla2b,331.9878,332.0146,215.1794,186.6535,245.7436,21.6031,59.6526,51.4525,206.8293,487.937,360.495,585.774,384.7179,62.4996,121.0818,30.5616
ENSMUSG00000026011,Ctla4,0,0,0,0,0,0,2,0,0,1,0,1,0,0,12,0
ENSMUSG00000037815,Ctnna1,14736,14005,11507,8609,10610,4555,4098,10686,9167,19343,17767,24253,15968,10654,6737,7572
ENSMUSG00000063063,Ctnna2,246.026,239.0203,168.0158,272.01542,303.01136,172.0055344,2.00021,404.0133,254.013495,518.02425,299.0337762,396.022,265.013973,400.0229,36.0379,301.0291
ENSMUSG00000060843,Ctnna3,7.34638,7.09601,8.06054,4.14521,7.2716,9.08097,9.01602,12.00703,4.16264,4.20253,7.14209,10.18685,4.19504,27.1204,0,3.01819
ENSMUSG00000038816,Ctnnal1,396.930183,377.95204,313.56828,305.83014,364.6764328,247.8236,178.264812,536.46146,374.679389,1017.60428,732.181,1030.29908,703.64739,751.81769,479.07779,484.59305
ENSMUSG00000006932,Ctnnb1,32264.014,30333.7317,25026.03569,17777.78425,22120.82859,11068.78743,20029.9641,25414.9565,18910.85769,40018.61604,38556.80372,52588.4758,34071.69909,23535.99658,33970.3912,16444.87091
ENSMUSG00000028988,Ctnnbip1,596.8123,599.9998,510.0003,376.8447,476.0002,165.8688,175.0002,467.5681,379.0003,889.9996,786.4918,1146.0009,759.9998,426.99994,229.9999,330.9996
ENSMUSG00000027649,Ctnnbl1,978.00027,845.99959,685.99977,516.0003,664.99996,350.00033,229,801.9999,593.00057,1229.99693,1182.9977,1563.99699,968.99964,847.99998,530.0002,620.9994771
ENSMUSG00000034101,Ctnnd1,17549.00574,16599.98911,12520.00811,10080.99516,11971.99318,4301.99936,3688.001552,10497.99916,9700.002382,20397.01264,18987.01931,24968.95992,16692.00036,9307.001325,5910.00053,6325.996188
ENSMUSG00000022240,Ctnnd2,185,195,148,99,123,199,20,512,130,264,281,363,247,609,9,439
ENSMUSG00000005949,Ctns,1433.60748,1236.58658,1185.0005,835.04075,1005.19439,638.53388,818.57631,1643.7277,1234.09594,2668.2222,2537.1962,3512.8957,2137.91535,1788.9054,1773.19034,1310.09566
ENSMUSG00000028633,Ctps,3803.94854,3472.00098,2740.99898,2555.91024,3194.90139,1780.00384,505,3859.00451,1842.99822,4321.0042,3571.99903,4858.94812,3082.99775,3348.99552,1333,2317.00062
ENSMUSG00000031360,Ctps2,1387.274386,1307.11049,1037.090731,841.1443,1055.09698,460.11582,523.10309,1154.157313,1082.13781,2222.16674,1961.59552,2706.02485,1717.37197,1227.23016,1568.99969,824.999942
ENSMUSG00000005609,Ctr9,2677.00189,2573.49036,2067.39532,1475.38542,1855.6125,976.92892,1356.85313,2326.14634,1665.50905,3448.00086,3378.42045,4735.71118,3208.84558,2374.385641,1992.0995,1596.56811
ENSMUSG00000031957,Ctrb1,2,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0
ENSMUSG00000062478,Ctrc,0,0,0,1.07276,0,0,0,0,0,1.14474,2.07753,1.14474,0,1.14474,0,0
ENSMUSG00000086818,Ctrcos,8.97657,6.02776,6.28799,4.05869,8.72296,3.45457,8.57522,0,5.49205,12.8285,4.06838,13.6021,5.69339,3.15641,0,3.13211
ENSMUSG00000031896,Ctrl,40,48,32,28,20,5,5,12,3,8,13,17,13,6,2,2
ENSMUSG00000074870,Cts3,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0
ENSMUSG00000021441,Cts6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000021440,Cts7,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
ENSMUSG00000057446,Cts8,3.20671,5.37233,1.08212,0,0,0,0,1.0874,2.16614,3.26712,1.07375,6.68407,2.1659,0,0,3.10914
ENSMUSG00000017760,Ctsa,21878.66125,19768.51077,16843.30722,10495.42118,13070.14293,7505.275331,7212.038197,18219.07273,12800.59221,26781.85492,29310.94818,40180.72422,25073.39275,17549.40598,16142.84486,13134.713
ENSMUSG00000021939,Ctsb,97874,90674,71766.8,46183.1,56338.7,16397.6,31788.4,41424.2,57896.9,122268,128235,178215,116229,38255.7,57902.3,27045
ENSMUSG00000030560,Ctsc,3410.45739,3115.61439,2549.94447,1951.0424,2405.0216,178.82031,169.9567,392.2878,826.4381,1710.45755,1028.04818,1501.85302,1039.49949,351.74579,234.0499,207.7513
ENSMUSG00000007891,Ctsd,134875.8592,125760.9751,100056.9108,63773.0033,79006.98116,58441.9123,88137.61,135888.7568,82065.9899,175783.8249,188416.1976,262782.8983,168955.9836,130682.0288,155672.765,97321.0211
ENSMUSG00000004552,Ctse,0,1,0,0,1.02372,1,0,0,1,1,1.11012,2,1,1,7.000003673,0
ENSMUSG00000083282,Ctsf,1734,1534,1280,934,1042,1383,1275,3463,1044,2197,2307,3422,2001,3252,2266,2348
ENSMUSG00000040314,Ctsg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000032359,Ctsh,3133.1626,2723.19551,2265.58494,1393.11772,1749.21216,1433.0011,2636.0014,3470.31613,1229.58237,2456.2272,3024.07399,4124.36267,2620.47048,3036.18091,7071.9983,2291.57952
ENSMUSG00000055298,Ctsj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000028111,Ctsk,5579,5250,4530,2854,3497,1478,2710,3440,3070,6498,6791,10063,6109,3479,6190,2412
ENSMUSG00000021477,Ctsl,53117,47663,40530,25678,32814,31393,27386,68975,26296,57732,60221,84960,53545,69764,91083,52569
ENSMUSG00000056728,Ctsll3,18,1,1,2,2,15,3,16,0,7,9,7,6,10,0,12
ENSMUSG00000074871,Ctsm,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0
ENSMUSG00000028015,Ctso,749.04968,682.00024,564.04762,391.99972,490.04702,245.99951,308.99981,600.00032,371.99984,866.9996,840.9998,1179.99745,746.0002,514.9995,477.00001,349.99997
ENSMUSG00000021439,Ctsq,1.00745,0,4.02981,1.08091,1.00528,0,0,0,1.01505,4.2936,1.01118,3.22068,4.03308,1.11102,0,2.01647
ENSMUSG00000055679,Ctsr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000038642,Ctss,6626.996,6180,5292.997,3141.999,4035.996584,5,30,16,3822.995,8169.995,7835.001,11489.01,7668,14,5,7
ENSMUSG00000024910,Ctsw,33,21,29,9,16,5,0,22,17,38,34,44,30,20,19,23
ENSMUSG00000016256,Ctsz,13836,12114,9803,6342,7752,3287,3327,8077,6295,13780,14817,21183,12907,7363,6642,5849
ENSMUSG00000031078,Cttn,18079.9757,16707.9959,13432.0004,9678.99718,11588.9985,5736.00485,5526.0016,13474.00013,9804.9967,21268.01312,21257.039,29465.9892,18501.9468,12839.99678,7313.9938,9048.9975
ENSMUSG00000000416,Cttnbp2,35.000025,30.90093,26.000013,23.81372,24.999992,48.89078,49.99999,130.50618,40.84484,84.70246,58.99999,101.8524948,45.2640001,129.07849,176.999834,110.99998
ENSMUSG00000062127,Cttnbp2nl,5921.005,5528.9952,4527.9952,3372.9964,4096.9952,1971,850,4536.0026,2422,5224.999,4981.0004,6838,4442.0006,3606.001,1341,2360
ENSMUSG00000038888,Ctu1,411,401,290,220,270,114,131,295,125,308,301,492,281,216,178,167
ENSMUSG00000049482,Ctu2,835.476,758.68614,574.37858,331.48319,380.0051707,245.43257,360.60388,579.04432,303.8794081,683.0065901,789.65241,1258.1213,842.4120707,507.65486,531.3111,371.3670549
ENSMUSG00000048644,Ctxn1,1246,1046,954,643,785,341,602,868,805,1713,1766,2616,1523,798,869,577
ENSMUSG00000074872,Ctxn2,0,0,1,0,0,0,0,1,0,3,0,0,0,2,0,0
ENSMUSG00000069372,Ctxn3,1,0,0,0,1,0,0,1,0,0,0,0,1,6,0,2
ENSMUSG00000026726,Cubn,267.53,273.536,199.935,167,219.758,341.395,32,956.467,214.926,458.733,459.293,545.626,395.842,910.547,108,636.603
ENSMUSG00000018378,Cuedc1,1757.9969,1553.99996,1319.9992,813.00025,987.99947,651.9997,467.0001,1564.9996,654.0008,1507.00018,1594.0004,2288.9992,1420.0011,1321.00039,476.9993,852.00003
ENSMUSG00000036748,Cuedc2,2397.784,2137.484,1859.471,1229.151,1474.784,637.089,811.976,1490.579,1355.111,2946.371,2966.31,4124.7,2615,1367.281,1457.218,1055.093
ENSMUSG00000029686,Cul1,5257.002049,4859.15632,4197.000654,2778.95254,3524.51474,1323.004151,1716.31746,3119.93345,2408.859585,5087.00469,4835.5334,6723.969974,4450.9187,3098.996901,3985.0075,2149.34413
ENSMUSG00000024231,Cul2,2168.998941,2003.997453,1616.00344,1205.00021,1554.9958,710.99966,1111.9999,1776.0043,1009.9998,2133.00146,2023.0027,2755.001801,1813.0012,1688,1978.9985,1164.9994
ENSMUSG00000004364,Cul3,4674.002043,4363.00244,3865.996563,2477.0027,3170.00171,1578.0052,1941.99501,3790.9974,2398.001097,4990.003,4801.00397,6768.0045,4716.003445,3583.99665,4321.0044,2459.00404
ENSMUSG00000031446,Cul4a,6827.45595,6379.573035,5351.95741,3691.80744,4497.65509,2337.1641,1986.9677,5555.31537,3940.249489,8460.42428,8568.36543,11581.05808,7585.7433,5466.88257,3644.71896,3889.47572
ENSMUSG00000031095,Cul4b,3115.9998,2999.9964,2656.0068,1872.0007,2283.0024,1089.0006,1482.99936,2744.9931,2242.0048,4433.9986,4255.9993,5757.993,3865.9969,2944.99967,3431,1978.9956
ENSMUSG00000032030,Cul5,2620.7742,2473.02991,2110.7727,1539.75789,1892.578728,1095.526073,1444.56845,2608.60619,1621.63239,3144.54242,3075.14217,4273.56772,2925.586601,2532.91948,2093.8291,1880.6197
ENSMUSG00000038545,Cul7,4763.3996,4470.358584,3612.9964,2610.4409,2824.7022,1298.6851,854.8196,3015.5704,2895.00026,5958.4675,6403.4632,8535.9877,5332.5946,2845.5317,1357.34141,2095.04955
ENSMUSG00000040327,Cul9,1214.544462,1141.356428,925.6396902,602.0970296,664.883814,541.54275,427.18035,1400.255815,646.0755,1499.175621,1867.03123,2473.226019,1518.184942,1266.614504,680.0423632,985.8451122
ENSMUSG00000024194,Cuta,1288.003,1174.997,1027,653.9998,737.0003,345,697.9998,983,786.9999,1547.999,1936.996,2553.997,1591.997,867,1132,701.9998
ENSMUSG00000026870,Cutal,136.2850858,131.82201,95.70113,43.2939,82.0122,68.53625,44.99996,181.9218,93.31621,147.02535,187.703,272.750861,184.18088,178.75262,124,123.94552
ENSMUSG00000025193,Cutc,142,135.9998,113.0001,105,103,36.00003,109,131.0000245,91,182.0002047,162.00026,233.9998,141,136.00003,172.9997,98
