Gene_name,468-4_LPS,685-2_LPS-2,697-3_LPS-2,697-1_LPS-1,697-5_LPS,697-2_LPS,685-1_LPS,468-6_LPS,685-2_CTRL-3,697-3_CTRL-3,697-1_CTRL-3,468-4_CTRL,685-1_CTRL,697-5_CTRL,697-2_CTRL,468-6_CTRL
Dock1,303,2290,1219,4198,2275,580,3159,1306,1628,3850,2933,3136,2114,562,3030,116
Dock10,650,1057,402,2221,14152,4476,8601,1581,155,347,245,1285,1060,844,3528,40
Dock11,182,1249,359,2553,2842,856,3029,837,837,1233,1565,1746,2448,644,3893,51
Dock2,146,183,106,305,2802,1045,2012,295,165,456,250,1699,1601,964,6471,33
Dock3,26,81,34,79,413,46,291,197,41,86,51,256,259,192,458,18
Dock4,389,3131,792,5726,4823,1313,8797,2692,1452,1971,2274,2702,3832,928,4308,187
Dock5,455,2367,1275,3308,7525,1003,7088,6398,1858,4680,3006,4859,5539,2199,5770,620
Dock6,64,761,437,1169,757,119,916,506,531,1122,817,787,677,219,973,44
Dock7,568,4168,1765,6938,4348,1303,9317,2925,2558,5345,3998,5406,5819,1194,6494,228
Dock8,158,545,250,627,2531,540,2063,998,412,1032,551,1752,2537,917,4488,111
Dock9,125,810,349,1319,1573,317,2804,1560,506,1342,816,1250,1852,384,1551,114
Dohh,148,1101,732,1840,2232,429,2702,895,636,1659,1030,1828,1629,441,2178,99
Dok1,107,948,458,1681,1662,377,2174,896,556,1190,834,1350,1193,449,1866,89
Dok2,3,15,6,28,58,10,48,6,11,49,25,90,78,28,141,1
Dok3,6,31,28,60,86,26,105,18,28,54,38,170,127,50,417,1
Dok4,67,361,191,627,251,71,500,200,249,647,456,908,466,66,492,15
Dok5,34,165,170,298,292,42,201,230,109,475,256,272,181,83,246,26
Dok6,5,22,11,33,46,10,54,41,17,25,21,32,60,12,68,6
Dok7,2,4,1,5,34,5,10,7,3,3,2,9,8,2,12,0
Dolk,124,668,415,1217,1261,218,1855,778,484,1267,817,1386,1336,378,1531,81
Dolpp1,49,337,215,525,410,70,724,254,266,653,432,614,658,188,896,29
Donson,22,224,84,428,298,94,594,168,151,322,262,284,318,59,419,16
Dopey1,123,773,355,1578,1219,342,2740,944,520,1267,950,1259,1786,393,1963,81
Dopey2,172,842,538,1695,1705,395,2094,927,578,1676,1129,1978,1445,560,2098,101
Dos,93,643,375,1145,843,156,967,553,406,1071,677,1014,688,221,851,38
Dot1l,101,917,487,1495,1856,560,2948,1026,538,1243,827,1284,1639,554,3258,83
Doxl2,1,2,0,8,3,2,6,2,2,9,1,10,3,0,8,0
Dpagt1,124,1001,525,1837,1604,347,2499,915,627,1489,1127,1604,1649,469,2256,93
Dpcd,55,387,200,506,937,165,1093,587,253,481,345,647,640,233,755,51
Dpcr1,5,25,6,37,14,5,46,12,23,55,31,32,55,1,41,2
Dpep1,8,193,80,996,38,24,115,9,193,295,581,80,75,8,92,3
Dpep2,43,28,11,68,256,65,198,30,13,60,45,378,139,62,365,1
Dpep3,2,0,1,3,2,1,0,0,0,0,4,4,0,0,1,0
Dpf1,4,79,59,128,38,7,53,40,55,150,128,112,34,19,76,6
Dpf2,224,1462,777,2243,3204,729,3957,1675,1026,2319,1472,2026,1958,575,2681,147
Dpf3,1,4,5,3,7,3,9,1,9,4,3,8,8,2,8,0
Dph1,27,250,132,400,398,71,619,227,138,348,215,290,370,116,530,17
Dph2,39,416,196,507,504,103,903,315,120,418,229,428,422,121,606,29
Dph3,122,887,363,1410,1394,293,1943,901,510,1294,789,1210,1112,320,1402,72
Dph5,32,260,142,449,289,72,541,227,118,331,184,277,278,77,410,7
Dph6,72,509,230,910,1177,316,2266,762,302,710,517,881,1270,279,1403,55
Dph7,38,324,153,625,398,82,835,237,227,436,384,430,525,117,543,30
Dpm1,144,666,318,1011,1810,318,2391,1191,494,1071,710,1384,1474,413,1618,104
Dpm2,143,904,486,1499,1872,370,2687,1155,499,1298,806,1590,1618,462,1901,81
Dpm3,44,250,138,370,539,103,751,367,159,373,263,499,554,133,591,40
Dpp10,1,2,0,0,3,1,10,2,0,2,0,8,5,0,8,0
Dpp3,339,2316,1336,3887,3574,644,5311,2161,1436,4110,2429,3531,3584,955,4458,176
Dpp4,123,1094,181,1219,2347,1096,13426,1834,849,780,1022,1555,11309,679,6565,228
Dpp6,40,393,262,588,383,86,555,269,277,1082,348,307,333,89,340,33
Dpp7,466,3161,1354,4229,6663,1164,7061,3178,1919,4255,3246,5204,4979,1924,7754,263
Dpp8,648,3959,1855,6891,6190,1635,9718,4011,2283,5803,3948,6418,5775,1853,8192,311
Dpp9,263,1620,933,2739,2605,634,3543,1410,994,2458,1637,2491,2234,579,3215,119
Dppa1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dppa2,0,0,0,0,0,0,3,1,0,1,0,2,0,1,0,0
Dppa3,0,3,0,0,15,5,14,7,1,6,3,4,15,2,32,0
Dppa4,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0
Dppa5a,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dpt,1,11,6,26,10,1,7,7,21,28,12,17,5,3,8,0
Dpy19l1,289,2277,1039,4969,4056,1012,5582,2679,1227,2944,2333,2836,2614,938,3673,173
Dpy19l2,1,0,0,1,1,1,0,1,0,1,3,4,0,0,1,0
Dpy19l3,140,992,537,1742,1666,406,2801,1442,763,1609,1185,1492,2046,487,2074,128
Dpy19l4,137,660,324,1462,1613,500,2078,729,520,1103,957,1432,1237,402,2091,62
Dpy30,33,437,186,474,575,124,806,369,247,511,293,508,567,161,728,38
Dpyd,16,60,19,108,233,24,123,121,40,81,73,110,90,74,118,17
Dpys,0,0,0,3,4,3,0,5,0,0,0,5,0,0,0,0
Dpysl2,141,1127,520,2421,1229,265,1561,1145,1026,2020,1766,1643,1733,413,1862,148
Dpysl3,2506,15916,11646,42250,5908,2320,11592,3843,12571,38758,28349,26730,7556,1484,9438,353
Dpysl4,26,157,74,260,235,36,274,186,102,284,186,313,155,57,253,16
Dpysl5,6,54,17,51,122,23,494,181,45,42,41,56,520,43,231,30
Dqx1,2,28,7,46,43,11,70,25,7,23,13,41,23,8,22,2
Dr1,215,1213,566,3823,2866,1482,5815,1050,600,1422,1417,2027,2310,439,3153,85
Dram1,117,572,196,1787,1966,631,1660,427,151,269,342,475,311,176,802,6
Dram2,149,531,260,1293,2577,941,3098,1037,383,861,815,1635,1728,690,3605,74
Drap1,463,2320,1396,3571,4934,814,5453,2826,1319,3640,2172,4508,3093,1062,4105,261
Draxin,3,16,12,18,5,0,5,6,13,38,44,16,11,4,13,1
Drc1,8,62,15,84,80,9,53,49,49,63,53,69,38,22,33,5
Drd1a,2,1,2,1,21,5,11,3,2,5,6,9,9,6,43,0
Drd2,0,4,1,2,0,0,3,3,0,1,2,1,1,1,2,0
Drd3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drd4,2,20,12,18,15,4,47,8,13,39,17,21,90,7,76,1
Drd5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Dreh,1,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0
Drg1,287,1738,825,2524,3066,620,4029,1955,1130,2935,1637,2912,2408,765,3054,161
Drg2,197,1270,750,1878,2283,432,2981,1394,729,1798,1098,1961,1585,499,2050,103
Drosha,215,1582,802,2969,1739,486,3605,1290,1048,2492,1827,2088,2262,471,2430,114
Drp2,14,66,14,87,68,3,83,58,52,141,73,82,51,16,29,7
Dsc1,0,0,0,1,1,0,3,3,0,0,3,7,1,1,4,0
Dsc2,7,94,28,292,52,29,171,38,54,97,82,41,118,23,83,1
Dsc3,1,15,3,38,39,3,23,28,9,17,15,19,16,5,17,4
Dscam,0,1,2,11,4,0,2,2,0,9,4,3,1,1,3,0
Dscaml1,3,0,2,7,11,3,8,5,0,0,3,5,1,4,3,1
Dscc1,1,50,7,51,7,7,27,2,20,37,41,21,35,1,37,1
Dscr3,276,2018,1007,3459,3235,672,4693,2198,1256,3078,2246,3541,3497,1000,4515,197
Dse,398,2455,1000,5464,6909,2333,6830,1820,1270,2646,2013,2514,2442,737,4051,136
Dsel,100,619,251,2190,1131,427,3248,709,394,853,1222,1326,1636,254,1685,57
Dsg1a,0,0,0,0,2,0,0,4,0,0,0,0,1,0,2,0
Dsg1b,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0
Dsg1c,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
Dsg2,17,73,8,189,55,135,1738,84,15,8,25,62,456,9,258,6
Dsg3,2,0,0,2,3,0,0,0,1,0,0,1,0,1,0,0
Dsg4,0,2,1,0,0,0,0,0,1,0,0,3,1,0,0,0
Dsn1,32,426,161,867,248,73,779,161,346,616,603,431,588,69,630,11
Dsp,65,171,80,162,2195,170,1409,1219,87,307,147,904,1189,620,1043,117
Dspp,2,1,0,7,18,8,9,1,0,0,3,1,3,1,30,0
Dst,2449,14312,8493,26874,23730,6465,39759,12766,8046,23848,13849,21381,19674,4234,20714,1069
Dstn,3799,20120,13855,40009,28544,6158,46396,18935,11328,40899,21945,39058,26357,6777,25133,1542
Dstyk,261,1495,797,2511,3217,587,4743,2453,1078,2423,1786,2794,2895,907,3723,228
Dtd1,24,214,142,365,487,88,781,347,150,370,281,393,546,120,528,29
Dtd2,24,214,124,325,233,52,371,190,177,347,224,352,322,67,392,20
Dthd1,6,24,5,28,85,16,60,50,2,5,2,25,7,6,11,3
Dtl,11,358,131,664,56,26,278,29,343,458,497,246,302,32,374,5
Dtna,206,1413,655,1656,2301,418,4215,2100,942,2031,1234,2127,2930,613,2453,194
Dtnb,58,359,124,539,1373,207,1927,911,267,464,361,664,1206,312,1250,113
Dtnbp1,190,1449,749,2299,3096,691,3848,1641,766,1847,1327,2286,2353,941,4304,135
Dtwd1,43,427,165,786,461,160,750,211,119,300,167,269,199,69,295,13
Dtwd2,13,44,29,158,110,20,209,75,43,121,93,140,108,36,132,6
Dtx1,6,12,14,73,59,7,13,32,25,115,93,142,13,10,34,2
Dtx2,93,597,273,758,1533,275,2055,830,363,809,448,729,1327,318,1315,82
Dtx3,164,1462,628,2254,2472,452,3707,1786,1057,2122,1667,1760,2760,646,2877,156
Dtx3l,580,2863,1097,7296,10925,5087,17224,1626,256,525,476,454,683,194,1072,17
Dtx4,334,1953,1250,4446,3970,927,3236,1375,707,1923,1259,1716,1555,620,4125,52
Dtymk,64,577,264,896,506,138,1073,369,363,775,507,593,709,118,693,23
Duox1,1,7,12,32,11,3,9,9,15,23,39,26,7,2,8,0
Duox2,0,1,0,1,1,0,4,9,1,0,1,3,1,0,0,0
Duoxa1,1,6,7,14,4,0,4,6,8,29,14,17,7,4,5,1
Duoxa2,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0
Dupd1,0,0,0,1,0,1,5,4,0,0,2,0,2,0,8,0
Dus1l,94,706,335,1100,978,226,1663,582,388,970,624,987,1072,254,1359,57
Dus2,36,228,123,468,377,72,540,239,134,401,282,355,339,93,408,16
Dus3l,85,775,417,1458,1143,226,1530,565,510,1197,836,1011,1053,266,1338,49
Dus4l,22,103,37,265,97,25,249,68,73,156,109,178,158,32,134,6
Dusp1,154,814,539,1112,2334,213,1382,1551,559,2119,990,2100,1260,618,1522,171
Dusp10,78,612,393,853,979,132,666,486,461,1535,809,1047,441,302,791,71
Dusp11,477,3246,1501,6752,5312,1806,10282,2393,2142,4086,3764,4398,5474,1181,6517,203
Dusp12,56,387,231,792,851,160,1079,544,272,737,491,847,732,256,903,38
Dusp13,2,11,3,5,36,5,18,7,9,5,5,19,31,31,46,1
Dusp14,44,342,209,369,601,63,523,406,388,1023,742,908,549,203,546,37
Dusp15,15,35,16,73,80,17,146,56,23,58,32,55,57,13,51,7
Dusp16,215,1203,483,2384,3532,731,4754,2065,510,1148,913,1550,1569,512,1777,126
Dusp18,142,940,373,1552,1123,190,1979,1003,742,1405,1160,1403,1472,337,1521,88
Dusp19,29,202,101,417,388,61,677,276,152,384,288,453,534,103,507,27
Dusp2,9,10,10,20,333,80,229,24,4,2,3,12,10,2,3,1
Dusp21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dusp22,54,291,155,653,520,134,968,332,180,435,307,493,617,155,861,22
Dusp23,21,145,49,213,152,50,264,63,105,200,164,225,265,56,311,11
Dusp26,0,0,3,1,6,1,29,7,1,0,0,3,19,0,2,0
Dusp27,7,50,68,110,76,12,77,35,103,345,231,166,111,34,158,3
Dusp28,16,116,98,271,350,125,554,143,70,172,119,271,208,64,259,18
Dusp3,657,3920,2144,6798,6757,1426,10176,4488,2444,6574,4087,6993,7382,2270,11023,404
Dusp4,292,1085,976,1938,5596,931,3981,2553,668,2882,1026,3778,2136,1038,4253,167
Dusp5,7,57,37,88,330,82,372,123,38,130,54,87,151,30,173,13
Dusp6,60,379,163,824,1437,514,3357,1726,174,472,310,627,1332,228,1927,73
Dusp7,63,531,277,1070,604,119,592,333,329,655,552,778,597,245,1609,15
Dusp8,126,599,325,1016,1276,165,1195,774,318,757,498,882,522,221,547,48
Dusp9,14,120,67,187,104,24,144,37,47,193,109,163,83,41,180,6
Dut,41,904,331,1544,381,106,705,272,557,790,781,541,498,99,561,21
Dux,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Duxbl1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0
Duxbl2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Duxbl3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dvl1,256,1866,993,3139,3750,686,5080,2037,897,2357,1604,2563,2567,819,3003,154
Dvl2,127,1289,625,2194,1106,282,2430,914,1069,2228,1822,1684,2011,343,2023,87
Dvl3,172,1258,810,2244,1751,402,3090,1232,940,2540,1537,1940,2127,493,2499,118
Dxo,49,389,156,678,693,160,1197,433,268,570,460,488,708,154,790,38
Dydc1,0,3,0,1,4,1,2,0,0,0,1,0,3,0,0,0
Dydc2,1,14,2,18,10,2,6,16,0,5,5,9,4,3,9,1
Dym,188,1287,631,1642,2432,469,3035,1704,823,2061,1252,2330,2276,668,2827,165
Dynap,1,4,2,2,20,3,9,9,0,0,1,9,1,7,9,1
Dync1h1,5952,35243,18754,57664,78170,19919,92963,39604,19127,51782,31953,50740,47629,14357,60495,3498
Dync1i1,45,172,63,175,855,122,1378,852,106,183,150,493,953,204,702,70
Dync1i2,907,5161,2453,8604,11550,3412,21136,7735,3144,7263,4933,8512,11691,2644,12476,620
Dync1li1,316,2021,1049,3207,4099,1010,5570,2060,961,2677,1661,3083,2902,914,3976,166
Dync1li2,953,5225,2615,9996,8614,1845,13367,5666,3134,7677,5868,8987,8090,2142,8913,466
Dync2h1,61,660,220,1227,1008,268,2071,797,489,847,767,734,1451,272,1213,71
Dync2li1,60,427,199,726,1029,182,1359,799,315,650,455,670,923,229,883,70
Dynll1,189,1604,902,2581,2161,505,4687,1350,905,2695,1718,2578,2800,514,2958,111
Dynll2,959,5116,2908,9201,12512,1752,13889,7641,3472,8319,6201,11639,9837,3161,10908,772
Dynlrb1,480,2783,1637,3971,4987,930,6031,3646,1772,4958,2438,4934,3658,1236,4388,294
Dynlrb2,0,0,0,2,2,0,3,4,2,7,3,0,4,1,1,0
Dynlt1a,1,21,13,43,31,5,67,25,26,35,23,24,30,17,80,6
Dynlt1b,0,3,2,4,3,2,0,11,2,3,5,7,0,3,2,0
Dynlt1c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dynlt1f,1,18,4,14,7,1,5,0,3,3,4,2,15,0,6,0
Dynlt3,671,2745,1640,7339,7123,1773,9846,3492,1816,4876,4166,8385,5322,1716,7130,299
Dyrk1a,235,1608,739,3065,3292,724,4799,1826,1068,2737,1964,2475,2898,876,4020,168
Dyrk1b,85,735,366,1052,981,150,1313,524,601,1436,942,1037,1113,264,1251,62
Dyrk2,158,617,411,1204,3187,682,2778,973,358,1207,616,1029,1099,231,1432,46
Dyrk3,18,233,83,307,282,68,454,165,101,213,111,211,207,52,243,18
Dyrk4,0,0,0,2,3,0,4,0,0,5,1,2,2,0,3,0
Dysf,330,2101,1820,3967,2428,394,2510,1423,1557,5578,2862,3553,1846,628,2125,173
Dytn,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Dyx1c1,1,19,5,32,30,3,57,22,19,43,36,34,49,11,48,2
Dzank1,13,60,22,116,146,13,137,122,50,105,111,176,158,51,142,16
Dzip1,213,1677,862,2620,1696,369,3037,1339,1353,3117,2282,2481,2321,479,2247,117
Dzip1l,120,1192,614,1621,1134,203,1947,778,861,2332,1641,1314,1843,323,1624,74
Dzip3,107,698,267,1690,815,327,2368,660,487,889,1006,1238,1553,261,1627,58
E030002O03Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E030003E18Rik,8,9,7,31,61,8,103,47,10,22,18,90,54,13,44,5
E030011O05Rik,8,45,39,101,34,6,59,11,24,63,62,55,40,5,40,3
E030013I19Rik,4,9,10,42,7,3,13,2,21,94,96,64,7,7,15,2
E030018B13Rik,0,0,3,0,3,0,0,0,0,0,1,1,2,0,0,0
E030019B06Rik,0,0,1,1,2,0,0,0,0,0,0,3,1,1,0,0
E030019B13Rik,0,5,0,7,0,0,0,2,1,0,5,0,0,0,0,0
E030024N20Rik,1,1,6,4,9,6,8,9,2,9,6,6,5,2,9,0
E030025P04Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E030030I06Rik,16,86,70,115,133,21,133,82,44,127,65,137,79,34,127,8
E030044B06Rik,0,0,0,1,2,0,2,0,0,0,0,1,0,0,0,0
E130006D01Rik,1,12,2,11,7,0,7,1,9,38,8,7,2,0,12,0
E130008D07Rik,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1
E130012A19Rik,6,101,90,195,133,41,105,32,75,203,119,123,51,22,98,3
E130018N17Rik,0,1,0,2,8,0,1,0,2,10,1,1,4,2,2,0
E130102H24Rik,5,90,20,148,242,71,409,119,42,65,72,90,170,47,203,19
E130112N10Rik,2,17,1,23,7,3,41,14,8,21,20,16,17,4,23,2
E130114P18Rik,1,1,0,3,1,0,6,1,1,5,5,0,2,0,2,0
E130201H02Rik,0,4,7,2,6,0,1,1,5,6,5,5,5,0,2,0
E130215H24Rik,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
E130218I03Rik,0,1,1,5,11,3,5,4,4,2,1,7,0,3,4,0
E130304I02Rik,0,2,3,9,2,0,3,2,0,0,1,5,3,0,4,0
E130307A14Rik,7,30,21,97,80,13,114,49,48,101,65,74,46,16,79,1
E130308A19Rik,31,225,151,357,287,45,525,297,216,806,469,468,535,115,607,22
E130309D02Rik,67,462,274,769,1140,178,1187,509,279,714,436,814,791,259,1171,57
E130309D14Rik,3,16,7,27,5,0,8,3,9,35,13,44,9,4,10,0
E130309F12Rik,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
E130310I04Rik,2,8,6,28,16,10,35,14,9,31,12,24,26,2,28,2
E130311K13Rik,29,143,80,305,231,65,373,176,120,240,213,281,238,54,249,19
E130317F20Rik,17,160,120,436,130,27,284,92,146,430,290,286,221,41,228,12
E230008N13Rik,0,3,1,3,10,1,3,2,1,7,1,1,3,3,5,0
E230016K23Rik,0,9,8,16,6,2,20,1,6,15,7,11,19,0,11,0
E230016M11Rik,5,16,12,38,38,6,70,36,10,35,20,46,56,10,50,1
E230019M04Rik,2,1,0,3,1,0,4,0,2,0,1,0,1,0,0,0
E230025N22Rik,1,4,4,8,6,1,14,4,1,4,6,2,3,0,3,1
E230029C05Rik,0,2,0,1,5,1,6,3,1,1,2,2,2,1,8,0
E2f1,193,953,504,1556,1354,238,1415,634,744,1701,1283,2040,1296,407,1786,64
E2f2,4,71,21,62,50,5,86,39,65,96,80,152,210,52,480,6
E2f3,185,1285,588,2474,1988,491,3373,1108,656,1530,1084,1589,1805,387,2060,88
E2f4,138,1023,494,1793,1974,442,3278,1022,503,1211,809,1230,1525,408,2221,77
E2f5,28,275,79,520,499,170,763,237,160,360,257,348,331,78,389,11
E2f6,111,760,461,1370,1257,209,1406,808,684,1534,1048,1481,1090,406,1579,69
E2f7,9,286,98,520,22,12,184,13,197,363,321,139,167,13,180,5
E2f8,10,212,77,323,74,34,202,20,169,234,223,136,171,19,305,1
E330009J07Rik,5,26,28,108,43,17,92,38,28,84,72,106,95,18,81,3
E330011O21Rik,0,19,0,29,29,10,99,42,13,7,10,9,66,6,30,5
E330012B07Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E330013P04Rik,4,35,9,21,66,26,210,48,27,39,23,59,204,25,161,8
E330014E10Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E330017A01Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E330017L17Rik,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
E330020D12Rik,1,4,1,2,4,2,3,3,1,2,0,15,8,3,21,0
E330021D16Rik,0,0,0,2,0,0,1,2,0,0,0,0,2,0,1,0
E330023G01Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E330033B04Rik,2,12,8,43,41,21,112,24,10,31,24,33,58,6,66,1
E330034G19Rik,0,0,1,4,1,0,1,3,2,9,0,1,0,0,3,0
E430016F16Rik,0,0,0,0,0,0,1,0,3,0,1,1,0,0,1,1
E430018J23Rik,44,231,136,426,275,37,435,165,158,374,296,327,260,72,301,12
E430025E21Rik,819,6028,2678,9281,9415,2305,12857,5325,3881,8537,6247,8351,8621,2638,13044,453
E4f1,49,408,255,701,681,147,1090,419,267,719,467,688,740,205,885,39
E530001F21Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E530011L22Rik,7,82,28,132,83,13,134,52,100,190,177,143,214,23,188,6
EU599041,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Eaf1,550,2283,1121,3663,10679,1843,9244,4071,1055,2750,1443,4514,4527,2364,8179,327
Eaf2,12,67,24,109,180,37,272,136,41,79,47,106,130,50,119,11
Eapp,108,792,363,1213,1496,329,2040,1046,482,1200,882,1252,1167,371,1444,87
Ear1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0
Ear10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ear12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ear14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ear2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ear3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ear4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ear6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ear7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ears2,27,179,96,313,160,48,424,133,91,254,133,219,211,47,248,4
Ebag9,54,373,120,877,551,186,1391,360,238,485,466,641,801,157,870,31
Ebf1,18,80,92,213,88,13,97,37,70,340,141,247,41,19,116,1
Ebf2,5,25,35,57,12,1,35,7,29,180,58,72,21,7,16,0
Ebf3,2,43,56,108,4,1,10,0,75,249,91,23,8,0,23,0
Ebf4,21,98,61,251,92,21,85,57,61,142,168,181,65,26,83,6
Ebi3,98,90,59,145,1377,541,1200,81,5,18,11,78,43,43,161,1
Ebna1bp2,185,1214,606,2097,1971,431,3452,1340,598,1512,894,1655,1612,373,1880,88
Ebp,99,641,322,877,1224,253,1747,809,437,971,640,1142,1303,395,1486,72
Ebpl,40,186,139,303,552,95,456,276,112,441,238,581,347,110,423,25
Ecd,165,1108,546,1605,1733,387,2893,987,653,1568,1048,1485,1509,420,2039,109
Ece1,713,4443,2000,6818,6685,1476,10726,4642,2458,5698,3490,6637,6866,1777,7441,434
Ece2,83,539,229,1006,1011,268,1177,385,310,570,508,798,465,131,674,23
Ecel1,3,18,2,5,107,10,150,46,4,7,3,29,98,31,52,6
Ech1,147,887,528,1441,1350,292,1850,919,690,1735,1320,1699,1506,409,2008,108
Echdc1,25,238,104,371,337,74,552,202,131,302,241,305,339,97,409,30
Echdc2,26,308,70,447,310,48,704,284,188,322,333,270,461,60,330,23
Echdc3,8,74,58,194,52,6,91,27,46,122,102,117,95,9,67,2
Echs1,140,1188,564,2085,1236,361,3307,974,794,1814,1388,1622,1980,377,2081,75
Eci1,80,589,306,817,916,143,1265,596,364,803,581,984,858,223,867,45
Eci2,170,870,545,1491,1517,309,1823,975,665,1478,1081,1628,1134,337,1391,73
Eci3,0,0,1,8,3,2,2,0,4,10,9,5,0,1,2,2
Ecm1,1123,6845,2362,7184,25017,3684,23189,13743,3547,6547,4390,10236,14865,6612,19159,1227
Ecm2,3,16,12,53,12,3,15,13,22,38,41,24,9,1,9,1
Ecscr,40,197,258,568,108,53,474,76,118,722,228,357,138,14,143,3
Ecsit,45,396,203,548,451,118,942,369,274,772,429,539,718,145,766,39
Ect2,26,607,159,1209,140,99,886,102,530,566,941,374,759,65,702,7
Ect2l,0,0,0,0,9,0,2,1,1,7,0,2,2,1,1,0
Eda,22,124,73,322,103,13,104,57,94,310,237,173,85,33,104,9
Eda2r,503,2954,1467,8456,4408,1604,10309,3066,1875,4814,3944,4920,5664,1043,5847,254
Edar,0,7,0,4,0,2,9,1,3,7,9,5,13,0,4,1
Edaradd,2,9,2,33,5,0,5,6,11,23,13,36,9,7,51,1
Edc3,95,810,403,1378,1186,271,1808,616,523,1172,757,1174,1255,320,1582,53
Edc4,273,1920,1064,3235,3295,729,5443,2127,1366,3105,2248,2841,3244,849,3800,173
Eddm3b,0,1,0,1,0,0,0,2,0,0,0,3,0,0,2,0
Edem1,862,2062,1945,6745,9676,2408,11195,4270,1209,6687,4108,9749,8453,3548,17284,447
Edem2,121,828,361,1202,1886,392,2228,1069,596,1145,793,1382,1601,568,2279,107
Edem3,597,3450,1961,7095,6949,1627,9895,4051,2177,6446,4162,6066,5640,2007,8308,363
Edf1,286,2335,1103,3211,3989,754,4630,2139,1043,2419,1342,2925,2513,737,3259,164
Edil3,159,177,91,325,335,243,757,67,147,260,197,1765,468,113,994,12
Edn1,66,161,88,340,3673,1100,2884,531,59,202,139,214,416,33,365,5
Edn2,2,3,4,3,107,0,21,273,11,8,5,38,33,48,21,42
Edn3,1,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0
Ednra,11,179,66,550,70,41,105,109,290,425,555,156,137,41,435,5
Ednrb,75,117,36,190,1093,367,675,196,40,53,41,511,236,70,910,8
Edrf1,73,531,266,935,812,193,1466,532,401,826,644,852,975,251,1248,45
Eea1,598,2547,1249,6375,9212,2863,11388,3994,1203,3118,2363,4272,4582,1733,9136,272
Eed,139,934,525,1877,1477,389,2576,891,582,1299,1007,1503,1448,385,1899,71
Eef1a1,6964,57017,25743,90775,78716,17283,111947,43277,34688,79276,54811,75860,62255,18205,82419,3162
Eef1a2,8,9,2,10,347,17,296,446,8,6,4,95,259,96,123,28
Eef1b2,1610,13906,6285,23198,14399,3534,24255,9169,8216,18023,14066,17686,13957,3326,16138,681
Eef1d,523,3590,1843,5967,4204,1045,7123,2546,2097,4891,3479,5026,4037,911,4899,232
Eef1e1,115,641,280,1136,1157,333,2046,611,275,738,416,876,778,223,967,43
Eef1g,360,3186,1706,6288,2479,668,4931,1591,1918,4263,3463,3818,2865,567,3570,136
Eef2,10513,80507,40984,154035,94551,22677,152619,52807,48653,111745,89239,106735,92046,21763,119771,4199
Eef2k,167,1450,692,2334,1455,277,2433,1148,1370,2672,2341,2358,2325,497,2609,111
Eefsec,54,268,190,578,390,110,757,284,236,519,349,481,525,101,674,38
Eepd1,1,14,6,22,31,4,23,12,32,84,57,187,125,109,539,8
Efcab1,2,6,4,7,9,0,7,6,3,10,7,8,3,0,5,1
